JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
PEORIA:HO01,149,372,533,0,PEORIA:HO01,PEORIA,,0
PEORIA:HO02,191,339,540,0,PEORIA:HO02,PEORIA,,0
PEORIA:JU01,131,375,525,0,PEORIA:JU01,PEORIA,,0
PEORIA:JU02,181,384,578,0,PEORIA:JU02,PEORIA,,0
PEORIA:KI01,320,550,888,0,PEORIA:KI01,PEORIA,,0
PEORIA:KI02,275,497,785,0,PEORIA:KI02,PEORIA,,0
PEORIA:LI01,304,524,843,0,PEORIA:LI01,PEORIA,,0
PEORIA:LI02,354,432,806,0,PEORIA:LI02,PEORIA,,0
PEORIA:LI03,295,386,703,0,PEORIA:LI03,PEORIA,,0
PEORIA:LI04,267,363,648,0,PEORIA:LI04,PEORIA,,0
PEORIA:LI05,327,358,700,0,PEORIA:LI05,PEORIA,,0
PEORIA:LI06,388,468,876,0,PEORIA:LI06,PEORIA,,0
PEORIA:LI07,376,454,849,0,PEORIA:LI07,PEORIA,,0
PEORIA:LI08,308,413,735,0,PEORIA:LI08,PEORIA,,0
PEORIA:LI09,347,562,933,0,PEORIA:LI09,PEORIA,,0
PEORIA:LI10,333,400,749,0,PEORIA:LI10,PEORIA,,0
PEORIA:LI11,337,526,882,0,PEORIA:LI11,PEORIA,,0
PEORIA:LO01,248,609,877,0,PEORIA:LO01,PEORIA,,0
PEORIA:LO02,325,545,901,0,PEORIA:LO02,PEORIA,,0
PEORIA:ME01,351,358,732,0,PEORIA:ME01,PEORIA,,0
PEORIA:ME02,329,646,1008,0,PEORIA:ME02,PEORIA,,0
PEORIA:ME03,344,433,823,0,PEORIA:ME03,PEORIA,,0
PEORIA:ME04,352,502,872,0,PEORIA:ME04,PEORIA,,0
PEORIA:MI01,68,143,218,0,PEORIA:MI01,PEORIA,,0
PEORIA:PE01,232,64,302,0,PEORIA:PE01,PEORIA,,0
PEORIA:PE02,240,73,317,0,PEORIA:PE02,PEORIA,,0
PEORIA:PE03,312,58,378,0,PEORIA:PE03,PEORIA,,0
PEORIA:PE04,264,64,338,0,PEORIA:PE04,PEORIA,,0
PEORIA:PE05,378,135,528,0,PEORIA:PE05,PEORIA,,0
PEORIA:PE06,329,38,373,0,PEORIA:PE06,PEORIA,,0
PEORIA:PE07,298,62,372,0,PEORIA:PE07,PEORIA,,0
PEORIA:PE08,393,164,570,0,PEORIA:PE08,PEORIA,,0
PEORIA:PE09,252,95,354,0,PEORIA:PE09,PEORIA,,0
PEORIA:PE10,279,85,373,0,PEORIA:PE10,PEORIA,,0
PEORIA:PE11,480,138,638,0,PEORIA:PE11,PEORIA,,0
PEORIA:PE12,533,208,766,0,PEORIA:PE12,PEORIA,,0
PEORIA:PE13,671,206,900,0,PEORIA:PE13,PEORIA,,0
PEORIA:PE14,401,160,575,0,PEORIA:PE14,PEORIA,,0
PEORIA:PE15,376,143,535,0,PEORIA:PE15,PEORIA,,0
PEORIA:PE16,378,114,505,0,PEORIA:PE16,PEORIA,,0
PEORIA:PE17,337,81,431,0,PEORIA:PE17,PEORIA,,0
PEORIA:PE18,450,173,646,0,PEORIA:PE18,PEORIA,,0
PEORIA:PE19,477,358,855,0,PEORIA:PE19,PEORIA,,0
PEORIA:PE20,482,222,720,0,PEORIA:PE20,PEORIA,,0
PEORIA:PE21,338,139,485,0,PEORIA:PE21,PEORIA,,0
PEORIA:PE22,346,68,425,0,PEORIA:PE22,PEORIA,,0
PEORIA:PE23,362,299,677,0,PEORIA:PE23,PEORIA,,0
PEORIA:PE24,403,242,662,0,PEORIA:PE24,PEORIA,,0
PEORIA:PE25,426,154,600,0,PEORIA:PE25,PEORIA,,0
PEORIA:PE26,427,199,647,0,PEORIA:PE26,PEORIA,,0
PEORIA:PE27,477,261,756,0,PEORIA:PE27,PEORIA,,0
PEORIA:PE28,495,324,837,0,PEORIA:PE28,PEORIA,,0
PEORIA:PE29,397,265,683,0,PEORIA:PE29,PEORIA,,0
PEORIA:PE30,462,305,791,0,PEORIA:PE30,PEORIA,,0
PEORIA:PE31,450,312,779,0,PEORIA:PE31,PEORIA,,0
PEORIA:PE32,467,277,766,0,PEORIA:PE32,PEORIA,,0
PEORIA:PE33,462,293,775,0,PEORIA:PE33,PEORIA,,0
PEORIA:PE34,463,302,784,0,PEORIA:PE34,PEORIA,,0
PEORIA:PE35,523,319,866,0,PEORIA:PE35,PEORIA,,0
PEORIA:PE36,443,328,790,0,PEORIA:PE36,PEORIA,,0
PEORIA:PE37,448,229,705,0,PEORIA:PE37,PEORIA,,0
PEORIA:PE38,369,213,595,0,PEORIA:PE38,PEORIA,,0
PEORIA:PE39,495,218,731,0,PEORIA:PE39,PEORIA,,0
PEORIA:PE40,497,186,702,0,PEORIA:PE40,PEORIA,,0
PEORIA:PE41,412,152,581,0,PEORIA:PE41,PEORIA,,0
PEORIA:PE42,511,214,766,0,PEORIA:PE42,PEORIA,,0
PEORIA:PE43,438,247,703,0,PEORIA:PE43,PEORIA,,0
PEORIA:PE44,372,374,777,0,PEORIA:PE44,PEORIA,,0
PEORIA:PE45,473,346,849,0,PEORIA:PE45,PEORIA,,0
PEORIA:PE46,536,324,891,0,PEORIA:PE46,PEORIA,,0
PEORIA:PE47,363,441,847,0,PEORIA:PE47,PEORIA,,0
PEORIA:PE48,444,438,920,0,PEORIA:PE48,PEORIA,,0
PEORIA:PE49,412,338,775,0,PEORIA:PE49,PEORIA,,0
PEORIA:PE50,332,288,638,0,PEORIA:PE50,PEORIA,,0
PEORIA:PE51,263,187,464,0,PEORIA:PE51,PEORIA,,0
PEORIA:PE52,394,322,735,0,PEORIA:PE52,PEORIA,,0
PEORIA:PE53,468,285,775,0,PEORIA:PE53,PEORIA,,0
PEORIA:PE54,561,332,914,0,PEORIA:PE54,PEORIA,,0
PEORIA:PE55,473,334,836,0,PEORIA:PE55,PEORIA,,0
PEORIA:PE56,380,288,684,0,PEORIA:PE56,PEORIA,,0
PEORIA:PE57,441,484,966,0,PEORIA:PE57,PEORIA,,0
PEORIA:PE58,432,446,902,0,PEORIA:PE58,PEORIA,,0
PEORIA:PE59,370,401,798,0,PEORIA:PE59,PEORIA,,0
PEORIA:PE60,358,480,869,0,PEORIA:PE60,PEORIA,,0
PEORIA:PE61,347,371,747,0,PEORIA:PE61,PEORIA,,0
PEORIA:PE62,363,394,807,0,PEORIA:PE62,PEORIA,,0
PEORIA:PE63,463,392,891,0,PEORIA:PE63,PEORIA,,0
PEORIA:PE64,397,383,820,0,PEORIA:PE64,PEORIA,,0
PEORIA:PE65,414,525,982,0,PEORIA:PE65,PEORIA,,0
PEORIA:PR01,207,531,758,0,PEORIA:PR01,PEORIA,,0
PEORIA:RA01,360,507,892,0,PEORIA:RA01,PEORIA,,0
PEORIA:RA02,275,581,881,0,PEORIA:RA02,PEORIA,,0
PEORIA:RI01,340,319,671,0,PEORIA:RI01,PEORIA,,0
PEORIA:RI02,293,311,618,0,PEORIA:RI02,PEORIA,,0
PEORIA:RI03,355,288,658,0,PEORIA:RI03,PEORIA,,0
PEORIA:RI04,328,262,604,0,PEORIA:RI04,PEORIA,,0
PEORIA:RO01,227,516,758,0,PEORIA:RO01,PEORIA,,0
PEORIA:TI01,189,374,567,0,PEORIA:TI01,PEORIA,,0
PEORIA:TI02,189,468,673,0,PEORIA:TI02,PEORIA,,0
PEORIA:TR01,172,417,604,0,PEORIA:TR01,PEORIA,,0
PEORIA:WP01,184,112,302,0,PEORIA:WP01,PEORIA,,0
PEORIA:WP02,305,182,503,0,PEORIA:WP02,PEORIA,,0
PEORIA:WP03,364,158,533,0,PEORIA:WP03,PEORIA,,0
PEORIA:WP04,333,171,523,0,PEORIA:WP04,PEORIA,,0
PERRY:BEAUCOUP,79,366,451,0,PERRY:BEAUCOUP,PERRY,,0
PERRY:CUTLER,52,158,214,0,PERRY:CUTLER,PERRY,,0
PERRY:DUQUOIN 1,69,147,220,0,PERRY:DUQUOIN 1,PERRY,,0
PERRY:DUQUOIN 10,111,328,450,0,PERRY:DUQUOIN 10,PERRY,,0
PERRY:DUQUOIN 11,79,218,302,0,PERRY:DUQUOIN 11,PERRY,,0
PERRY:DUQUOIN 12,84,211,298,0,PERRY:DUQUOIN 12,PERRY,,0
PERRY:DUQUOIN 2,49,95,149,0,PERRY:DUQUOIN 2,PERRY,,0
PERRY:DUQUOIN 3,73,164,242,0,PERRY:DUQUOIN 3,PERRY,,0
PERRY:DUQUOIN 4,112,282,400,0,PERRY:DUQUOIN 4,PERRY,,0
PERRY:DUQUOIN 5,76,159,240,0,PERRY:DUQUOIN 5,PERRY,,0
PERRY:DUQUOIN 6,55,148,210,0,PERRY:DUQUOIN 6,PERRY,,0
PERRY:DUQUOIN 7,74,220,300,0,PERRY:DUQUOIN 7,PERRY,,0
PERRY:DUQUOIN 8,101,224,330,0,PERRY:DUQUOIN 8,PERRY,,0
PERRY:DUQUOIN 9,95,184,282,0,PERRY:DUQUOIN 9,PERRY,,0
PERRY:PINCKNEYVILLE 1,61,209,280,0,PERRY:PINCKNEYVILLE 1,PERRY,,0
PERRY:PINCKNEYVILLE 2,83,236,324,0,PERRY:PINCKNEYVILLE 2,PERRY,,0
PERRY:PINCKNEYVILLE 3,100,363,473,0,PERRY:PINCKNEYVILLE 3,PERRY,,0
PERRY:PINCKNEYVILLE 4,59,241,304,0,PERRY:PINCKNEYVILLE 4,PERRY,,0
PERRY:PINCKNEYVILLE 5,82,289,377,0,PERRY:PINCKNEYVILLE 5,PERRY,,0
PERRY:PINCKNEYVILLE 6,63,238,307,0,PERRY:PINCKNEYVILLE 6,PERRY,,0
PERRY:PINCKNEYVILLE 7,83,311,401,0,PERRY:PINCKNEYVILLE 7,PERRY,,0
PERRY:PINCKNEYVILLE 8,111,438,557,0,PERRY:PINCKNEYVILLE 8,PERRY,,0
PERRY:SUNFIELD,145,443,602,0,PERRY:SUNFIELD,PERRY,,0
PERRY:SWANWICK,55,359,423,0,PERRY:SWANWICK,PERRY,,0
PERRY:TAMAROA 1,67,301,372,0,PERRY:TAMAROA 1,PERRY,,0
PERRY:TAMAROA 2,64,329,398,0,PERRY:TAMAROA 2,PERRY,,0
PERRY:WILLISVILLE,64,288,359,0,PERRY:WILLISVILLE,PERRY,,0
PIATT:BEMENT 1,132,281,422,0,PIATT:BEMENT 1,PIATT,,0
PIATT:BEMENT 2,155,334,503,0,PIATT:BEMENT 2,PIATT,,0
PIATT:BLUE RIDGE,204,517,739,0,PIATT:BLUE RIDGE,PIATT,,0
PIATT:CERRO GORDO 1,91,300,396,0,PIATT:CERRO GORDO 1,PIATT,,0
PIATT:CERRO GORDO 2,45,139,188,0,PIATT:CERRO GORDO 2,PIATT,,0
PIATT:CERRO GORDO 4,89,276,372,0,PIATT:CERRO GORDO 4,PIATT,,0
PIATT:GOOSE CREEK,117,299,424,0,PIATT:GOOSE CREEK,PIATT,,0
PIATT:MONTICELLO 1,276,469,774,0,PIATT:MONTICELLO 1,PIATT,,0
PIATT:MONTICELLO 2,419,573,1012,0,PIATT:MONTICELLO 2,PIATT,,0
PIATT:MONTICELLO 3,278,329,628,0,PIATT:MONTICELLO 3,PIATT,,0
PIATT:MONTICELLO 4,464,619,1111,0,PIATT:MONTICELLO 4,PIATT,,0
PIATT:SANGAMON 1,234,387,629,0,PIATT:SANGAMON 1,PIATT,,0
PIATT:SANGAMON 2,373,650,1056,0,PIATT:SANGAMON 2,PIATT,,0
PIATT:UNITY 1,81,293,381,0,PIATT:UNITY 1,PIATT,,0
PIATT:UNITY 2,65,241,315,0,PIATT:UNITY 2,PIATT,,0
PIATT:WILLOW BRANCH,181,397,596,0,PIATT:WILLOW BRANCH,PIATT,,0
PIKE:ATLAS 1,30,219,255,0,PIKE:ATLAS 1,PIKE,,0
PIKE:BARRY 1,40,260,302,0,PIKE:BARRY 1,PIKE,,0
PIKE:BARRY 2,88,328,428,0,PIKE:BARRY 2,PIKE,,0
PIKE:CHAMBERSBURG 1,32,58,91,0,PIKE:CHAMBERSBURG 1,PIKE,,0
PIKE:CINCINNATI,2,11,13,0,PIKE:CINCINNATI,PIKE,,0
PIKE:DERRY 1,19,108,129,0,PIKE:DERRY 1,PIKE,,0
PIKE:DETROIT 1,29,130,163,0,PIKE:DETROIT 1,PIKE,,0
PIKE:FAIRMOUNT 1,9,88,98,0,PIKE:FAIRMOUNT 1,PIKE,,0
PIKE:FLINT 1,7,32,40,0,PIKE:FLINT 1,PIKE,,0
PIKE:GRIGGSVILLE 1,63,223,290,0,PIKE:GRIGGSVILLE 1,PIKE,,0
PIKE:GRIGGSVILLE 2,51,225,279,0,PIKE:GRIGGSVILLE 2,PIKE,,0
PIKE:HADLEY 1,17,122,140,0,PIKE:HADLEY 1,PIKE,,0
PIKE:HARDIN 1,18,94,116,0,PIKE:HARDIN 1,PIKE,,0
PIKE:KINDERHOOK 1,24,133,158,0,PIKE:KINDERHOOK 1,PIKE,,0
PIKE:KINDERHOOK 2,49,197,250,0,PIKE:KINDERHOOK 2,PIKE,,0
PIKE:LEVEE 1,2,24,26,0,PIKE:LEVEE 1,PIKE,,0
PIKE:MARTINSBURG 1,29,196,226,0,PIKE:MARTINSBURG 1,PIKE,,0
PIKE:MONTEZUMA 1,30,218,249,0,PIKE:MONTEZUMA 1,PIKE,,0
PIKE:NEW SALEM 1,34,129,169,0,PIKE:NEW SALEM 1,PIKE,,0
PIKE:NEW SALEM 2,22,75,98,0,PIKE:NEW SALEM 2,PIKE,,0
PIKE:NEWBURG 1,92,469,572,0,PIKE:NEWBURG 1,PIKE,,0
PIKE:PEARL 1,14,82,100,0,PIKE:PEARL 1,PIKE,,0
PIKE:PERRY 1,52,215,272,0,PIKE:PERRY 1,PIKE,,0
PIKE:PITTSFIELD 1,106,521,639,0,PIKE:PITTSFIELD 1,PIKE,,0
PIKE:PITTSFIELD 2,65,188,263,0,PIKE:PITTSFIELD 2,PIKE,,0
PIKE:PITTSFIELD 3,127,499,640,0,PIKE:PITTSFIELD 3,PIKE,,0
PIKE:PITTSFIELD 4,87,375,470,0,PIKE:PITTSFIELD 4,PIKE,,0
PIKE:PLEASANT HILL 1,104,442,556,0,PIKE:PLEASANT HILL 1,PIKE,,0
PIKE:PLEASANT VALE 1,40,198,244,0,PIKE:PLEASANT VALE 1,PIKE,,0
PIKE:ROSS 1,0,23,23,0,PIKE:ROSS 1,PIKE,,0
PIKE:SPRING CREEK 1,20,204,226,0,PIKE:SPRING CREEK 1,PIKE,,0
POPE:EDDYVILLE 6,77,424,507,0,POPE:EDDYVILLE 6,POPE,,0
POPE:GOLCONDA 1,71,257,330,0,POPE:GOLCONDA 1,POPE,,0
POPE:GOLCONDA 2,101,332,438,0,POPE:GOLCONDA 2,POPE,,0
POPE:GOLCONDA 3,66,198,265,0,POPE:GOLCONDA 3,POPE,,0
POPE:JEFFERSON 4,28,159,189,0,POPE:JEFFERSON 4,POPE,,0
POPE:WEBSTER 5,73,328,406,0,POPE:WEBSTER 5,POPE,,0
PULASKI:GRAND CHAIN,72,252,331,0,PULASKI:GRAND CHAIN,PULASKI,,0
PULASKI:KARNAK,30,204,236,0,PULASKI:KARNAK,PULASKI,,0
PULASKI:MOUND CITY,94,76,173,0,PULASKI:MOUND CITY,PULASKI,,0
PULASKI:MOUNDS 1,73,31,105,0,PULASKI:MOUNDS 1,PULASKI,,0
PULASKI:MOUNDS 2,62,82,149,0,PULASKI:MOUNDS 2,PULASKI,,0
PULASKI:MOUNDS 3,125,103,230,0,PULASKI:MOUNDS 3,PULASKI,,0
PULASKI:OLMSTED,66,230,303,0,PULASKI:OLMSTED,PULASKI,,0
PULASKI:PERKS-WETAUG,26,112,139,0,PULASKI:PERKS-WETAUG,PULASKI,,0
PULASKI:PULASKI,85,86,172,0,PULASKI:PULASKI,PULASKI,,0
PULASKI:ULLIN,50,182,234,0,PULASKI:ULLIN,PULASKI,,0
PULASKI:VILLA RIDGE-AMERICA,86,225,314,0,PULASKI:VILLA RIDGE-AMERICA,PULASKI,,0
PUTNAM:GRANVILLE 1,89,158,252,0,PUTNAM:GRANVILLE 1,PUTNAM,,0
PUTNAM:GRANVILLE 2,193,209,412,0,PUTNAM:GRANVILLE 2,PUTNAM,,0
PUTNAM:GRANVILLE 3,139,273,421,0,PUTNAM:GRANVILLE 3,PUTNAM,,0
PUTNAM:GRANVILLE 4,226,270,511,0,PUTNAM:GRANVILLE 4,PUTNAM,,0
PUTNAM:HENNEPIN 1,268,494,776,0,PUTNAM:HENNEPIN 1,PUTNAM,,0
PUTNAM:MAGNOLIA 1,83,165,255,0,PUTNAM:MAGNOLIA 1,PUTNAM,,0
PUTNAM:MAGNOLIA 2,118,196,322,0,PUTNAM:MAGNOLIA 2,PUTNAM,,0
PUTNAM:SENACHWINE 1,138,249,399,0,PUTNAM:SENACHWINE 1,PUTNAM,,0
RANDOLPH:BALDWIN,76,375,458,0,RANDOLPH:BALDWIN,RANDOLPH,,0
RANDOLPH:BREMEN,35,204,249,0,RANDOLPH:BREMEN,RANDOLPH,,0
RANDOLPH:CENTRAL,46,220,271,0,RANDOLPH:CENTRAL,RANDOLPH,,0
RANDOLPH:CHESTER 1,70,226,300,0,RANDOLPH:CHESTER 1,RANDOLPH,,0
RANDOLPH:CHESTER 2,55,134,191,0,RANDOLPH:CHESTER 2,RANDOLPH,,0
RANDOLPH:CHESTER 3,108,292,405,0,RANDOLPH:CHESTER 3,RANDOLPH,,0
RANDOLPH:CHESTER 4,113,357,481,0,RANDOLPH:CHESTER 4,RANDOLPH,,0
RANDOLPH:CHESTER 5,42,180,231,0,RANDOLPH:CHESTER 5,RANDOLPH,,0
RANDOLPH:CHESTER 6,139,324,472,0,RANDOLPH:CHESTER 6,RANDOLPH,,0
RANDOLPH:CHESTER 7,79,279,363,0,RANDOLPH:CHESTER 7,RANDOLPH,,0
RANDOLPH:COULTERVILLE 1,60,196,259,0,RANDOLPH:COULTERVILLE 1,RANDOLPH,,0
RANDOLPH:COULTERVILLE 2,79,237,324,0,RANDOLPH:COULTERVILLE 2,RANDOLPH,,0
RANDOLPH:ELLIS GROVE,107,460,580,0,RANDOLPH:ELLIS GROVE,RANDOLPH,,0
RANDOLPH:EVANSVILLE,110,369,485,0,RANDOLPH:EVANSVILLE,RANDOLPH,,0
RANDOLPH:KASKASKIA,12,13,27,0,RANDOLPH:KASKASKIA,RANDOLPH,,0
RANDOLPH:PALESTINE,97,230,336,0,RANDOLPH:PALESTINE,RANDOLPH,,0
RANDOLPH:PERCY,97,329,434,0,RANDOLPH:PERCY,RANDOLPH,,0
RANDOLPH:PRAIRIE DU ROCHER,91,418,520,0,RANDOLPH:PRAIRIE DU ROCHER,RANDOLPH,,0
RANDOLPH:RED BUD 1,92,369,467,0,RANDOLPH:RED BUD 1,RANDOLPH,,0
RANDOLPH:RED BUD 2,174,460,646,0,RANDOLPH:RED BUD 2,RANDOLPH,,0
RANDOLPH:RED BUD 3,93,352,451,0,RANDOLPH:RED BUD 3,RANDOLPH,,0
RANDOLPH:RED BUD 4,134,415,561,0,RANDOLPH:RED BUD 4,RANDOLPH,,0
RANDOLPH:RED BUD 5,125,410,547,0,RANDOLPH:RED BUD 5,RANDOLPH,,0
RANDOLPH:ROCKWOOD,35,127,169,0,RANDOLPH:ROCKWOOD,RANDOLPH,,0
RANDOLPH:RUMA,81,357,443,0,RANDOLPH:RUMA,RANDOLPH,,0
RANDOLPH:SPARTA 1,118,205,329,0,RANDOLPH:SPARTA 1,RANDOLPH,,0
RANDOLPH:SPARTA 2,112,247,370,0,RANDOLPH:SPARTA 2,RANDOLPH,,0
RANDOLPH:SPARTA 3,155,329,498,0,RANDOLPH:SPARTA 3,RANDOLPH,,0
RANDOLPH:SPARTA 4,136,298,440,0,RANDOLPH:SPARTA 4,RANDOLPH,,0
RANDOLPH:SPARTA 5,95,202,303,0,RANDOLPH:SPARTA 5,RANDOLPH,,0
RANDOLPH:SPARTA 6,126,237,374,0,RANDOLPH:SPARTA 6,RANDOLPH,,0
RANDOLPH:STEELEVILLE 1,100,315,422,0,RANDOLPH:STEELEVILLE 1,RANDOLPH,,0
RANDOLPH:STEELEVILLE 2,123,367,502,0,RANDOLPH:STEELEVILLE 2,RANDOLPH,,0
RANDOLPH:STEELEVILLE 3,118,360,489,0,RANDOLPH:STEELEVILLE 3,RANDOLPH,,0
RANDOLPH:TILDEN,112,337,457,0,RANDOLPH:TILDEN,RANDOLPH,,0
RANDOLPH:WALSH,55,183,241,0,RANDOLPH:WALSH,RANDOLPH,,0
RANDOLPH:WINE HILL,61,211,278,0,RANDOLPH:WINE HILL,RANDOLPH,,0
RICHLAND:BONPAS,28,209,239,0,RICHLAND:BONPAS,RICHLAND,,0
RICHLAND:CLAREMONT,73,422,506,0,RICHLAND:CLAREMONT,RICHLAND,,0
RICHLAND:DECKER,35,222,259,0,RICHLAND:DECKER,RICHLAND,,0
RICHLAND:DENVER,46,187,236,0,RICHLAND:DENVER,RICHLAND,,0
RICHLAND:GERMAN,47,163,215,0,RICHLAND:GERMAN,RICHLAND,,0
RICHLAND:MADISON 1,23,167,193,0,RICHLAND:MADISON 1,RICHLAND,,0
RICHLAND:MADISON 2,45,169,217,0,RICHLAND:MADISON 2,RICHLAND,,0
RICHLAND:NOBLE 1,77,265,350,0,RICHLAND:NOBLE 1,RICHLAND,,0
RICHLAND:NOBLE 2,40,281,323,0,RICHLAND:NOBLE 2,RICHLAND,,0
RICHLAND:OLNEY 1,87,191,283,0,RICHLAND:OLNEY 1,RICHLAND,,0
RICHLAND:OLNEY 10,113,296,423,0,RICHLAND:OLNEY 10,RICHLAND,,0
RICHLAND:OLNEY 11,100,363,468,0,RICHLAND:OLNEY 11,RICHLAND,,0
RICHLAND:OLNEY 2,106,189,304,0,RICHLAND:OLNEY 2,RICHLAND,,0
RICHLAND:OLNEY 3,99,303,411,0,RICHLAND:OLNEY 3,RICHLAND,,0
RICHLAND:OLNEY 4,135,380,525,0,RICHLAND:OLNEY 4,RICHLAND,,0
RICHLAND:OLNEY 5,93,357,458,0,RICHLAND:OLNEY 5,RICHLAND,,0
RICHLAND:OLNEY 6,108,228,342,0,RICHLAND:OLNEY 6,RICHLAND,,0
RICHLAND:OLNEY 7,235,573,826,0,RICHLAND:OLNEY 7,RICHLAND,,0
RICHLAND:OLNEY 9,108,354,466,0,RICHLAND:OLNEY 9,RICHLAND,,0
RICHLAND:PRESTON 1,116,391,514,0,RICHLAND:PRESTON 1,RICHLAND,,0
RICHLAND:PRESTON 2,33,179,214,0,RICHLAND:PRESTON 2,RICHLAND,,0
ROCK ISLAND:ANDALUSIA,519,892,1444,0,ROCK ISLAND:ANDALUSIA,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 1,183,191,383,0,ROCK ISLAND:BLACKHAWK 1,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 2,180,174,363,0,ROCK ISLAND:BLACKHAWK 2,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 3,609,608,1238,0,ROCK ISLAND:BLACKHAWK 3,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 4,315,404,733,0,ROCK ISLAND:BLACKHAWK 4,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 5,174,177,356,0,ROCK ISLAND:BLACKHAWK 5,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 6,315,245,573,0,ROCK ISLAND:BLACKHAWK 6,ROCK ISLAND,,0
ROCK ISLAND:BLACKHAWK 7,461,410,893,0,ROCK ISLAND:BLACKHAWK 7,ROCK ISLAND,,0
ROCK ISLAND:BOWLING 1,468,734,1227,0,ROCK ISLAND:BOWLING 1,ROCK ISLAND,,0
ROCK ISLAND:BOWLING 2,290,410,715,0,ROCK ISLAND:BOWLING 2,ROCK ISLAND,,0
ROCK ISLAND:BUFFALO PRAIRIE,134,332,472,0,ROCK ISLAND:BUFFALO PRAIRIE,ROCK ISLAND,,0
ROCK ISLAND:CANOE CREEK,61,188,253,0,ROCK ISLAND:CANOE CREEK,ROCK ISLAND,,0
ROCK ISLAND:COAL VALLEY 1,292,383,689,0,ROCK ISLAND:COAL VALLEY 1,ROCK ISLAND,,0
ROCK ISLAND:COAL VALLEY 2,201,226,435,0,ROCK ISLAND:COAL VALLEY 2,ROCK ISLAND,,0
ROCK ISLAND:COAL VALLEY 3,617,751,1395,0,ROCK ISLAND:COAL VALLEY 3,ROCK ISLAND,,0
ROCK ISLAND:COE,395,708,1127,0,ROCK ISLAND:COE,ROCK ISLAND,,0
ROCK ISLAND:CORDOVA,156,313,484,0,ROCK ISLAND:CORDOVA,ROCK ISLAND,,0
ROCK ISLAND:DRURY,123,313,445,0,ROCK ISLAND:DRURY,ROCK ISLAND,,0
ROCK ISLAND:EDGINGTON 1,153,310,471,0,ROCK ISLAND:EDGINGTON 1,ROCK ISLAND,,0
ROCK ISLAND:EDGINGTON 2,110,235,358,0,ROCK ISLAND:EDGINGTON 2,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 1,387,546,949,0,ROCK ISLAND:HAMPTON 1,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 10,340,250,605,0,ROCK ISLAND:HAMPTON 10,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 11,256,190,456,0,ROCK ISLAND:HAMPTON 11,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 12,276,235,523,0,ROCK ISLAND:HAMPTON 12,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 13,154,55,210,0,ROCK ISLAND:HAMPTON 13,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 14,454,298,773,0,ROCK ISLAND:HAMPTON 14,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 15,322,258,592,0,ROCK ISLAND:HAMPTON 15,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 16,310,320,646,0,ROCK ISLAND:HAMPTON 16,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 17,377,386,776,0,ROCK ISLAND:HAMPTON 17,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 2,320,405,736,0,ROCK ISLAND:HAMPTON 2,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 3,207,95,313,0,ROCK ISLAND:HAMPTON 3,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 4,180,65,251,0,ROCK ISLAND:HAMPTON 4,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 5,306,237,553,0,ROCK ISLAND:HAMPTON 5,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 6,208,203,418,0,ROCK ISLAND:HAMPTON 6,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 7,155,167,327,0,ROCK ISLAND:HAMPTON 7,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 8,102,124,233,0,ROCK ISLAND:HAMPTON 8,ROCK ISLAND,,0
ROCK ISLAND:HAMPTON 9,90,138,232,0,ROCK ISLAND:HAMPTON 9,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 1,253,127,388,0,ROCK ISLAND:MOLINE 1,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 10,282,131,430,0,ROCK ISLAND:MOLINE 10,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 11,286,204,505,0,ROCK ISLAND:MOLINE 11,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 12,136,115,264,0,ROCK ISLAND:MOLINE 12,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 13,291,186,486,0,ROCK ISLAND:MOLINE 13,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 14,118,104,228,0,ROCK ISLAND:MOLINE 14,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 15,249,116,378,0,ROCK ISLAND:MOLINE 15,ROCK ISLAND,,0
