JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
CITY OF CHICAGO:Ward 44 Precinct 08,1237,126,1386,506.2647319,CITY OF CHICAGO:WARD 44 PRECINCT 08,CITY OF CHICAGO,0.409268175,506
CITY OF CHICAGO:Ward 44 Precinct 13,1354,177,1560,505.2228,CITY OF CHICAGO:WARD 44 PRECINCT 13,CITY OF CHICAGO,0.37313353,505
COOK:9000036,1521,145,1679,792.3500631,COOK:9000036,COOK,,792
CITY OF CHICAGO:Ward 42 Precinct 24,1027,283,1321,503.4283185,CITY OF CHICAGO:WARD 42 PRECINCT 24,CITY OF CHICAGO,0.490193105,503
CITY OF CHICAGO:Ward 29 Precinct 12,721,105,841,502.295762,CITY OF CHICAGO:WARD 29 PRECINCT 12,CITY OF CHICAGO,0.696665412,502
CITY OF CHICAGO:Ward 18 Precinct 13,721,164,908,502.2845038,CITY OF CHICAGO:WARD 18 PRECINCT 13,CITY OF CHICAGO,0.696649797,502
CITY OF CHICAGO:Ward 39 Precinct 17,707,524,1252,501.9999806,CITY OF CHICAGO:WARD 39 PRECINCT 17,CITY OF CHICAGO,0.710042405,502
CITY OF CHICAGO:Ward 38 Precinct 21,804,380,1216,500.7236121,CITY OF CHICAGO:WARD 38 PRECINCT 21,CITY OF CHICAGO,0.622790562,501
CITY OF CHICAGO:Ward 09 Precinct 08,670,65,749,500.6115078,CITY OF CHICAGO:WARD 09 PRECINCT 08,CITY OF CHICAGO,0.747181355,501
CITY OF CHICAGO:Ward 29 Precinct 07,704,219,949,498.906563,CITY OF CHICAGO:WARD 29 PRECINCT 07,CITY OF CHICAGO,0.708674095,499
CITY OF CHICAGO:Ward 33 Precinct 16,915,85,1019,498.5093508,CITY OF CHICAGO:WARD 33 PRECINCT 16,CITY OF CHICAGO,0.544818963,499
CITY OF CHICAGO:Ward 49 Precinct 05,1212,129,1375,497.6491464,CITY OF CHICAGO:WARD 49 PRECINCT 05,CITY OF CHICAGO,0.410601606,498
CITY OF CHICAGO:Ward 19 Precinct 13,602,61,679,497.5142282,CITY OF CHICAGO:WARD 19 PRECINCT 13,CITY OF CHICAGO,0.826435595,498
CITY OF CHICAGO:Ward 21 Precinct 05,752,69,828,496.7878139,CITY OF CHICAGO:WARD 21 PRECINCT 05,CITY OF CHICAGO,0.660622093,497
CITY OF CHICAGO:Ward 04 Precinct 09,733,66,821,495.7233343,CITY OF CHICAGO:WARD 04 PRECINCT 09,CITY OF CHICAGO,0.676293771,496
CITY OF CHICAGO:Ward 50 Precinct 05,607,397,1030,495.5993314,CITY OF CHICAGO:WARD 50 PRECINCT 05,CITY OF CHICAGO,0.816473363,496
CITY OF CHICAGO:Ward 18 Precinct 26,642,286,952,494.0962414,CITY OF CHICAGO:WARD 18 PRECINCT 26,CITY OF CHICAGO,0.769620314,494
CITY OF CHICAGO:Ward 42 Precinct 07,746,249,1016,493.3586406,CITY OF CHICAGO:WARD 42 PRECINCT 07,CITY OF CHICAGO,0.66133866,493
CITY OF CHICAGO:Ward 01 Precinct 05,1074,107,1216,493.3371473,CITY OF CHICAGO:WARD 01 PRECINCT 05,CITY OF CHICAGO,0.459345575,493
CITY OF CHICAGO:Ward 01 Precinct 21,943,150,1138, 491.25 ,CITY OF CHICAGO:WARD 01 PRECINCT 21,CITY OF CHICAGO,491.2466203,491
CITY OF CHICAGO:Ward 48 Precinct 21,861,146,1035,490.8320191,CITY OF CHICAGO:WARD 48 PRECINCT 21,CITY OF CHICAGO,0.570072032,491
CITY OF CHICAGO:Ward 47 Precinct 06,1163,70,1272,490.1047569,CITY OF CHICAGO:WARD 47 PRECINCT 06,CITY OF CHICAGO,0.421414236,490
CITY OF CHICAGO:Ward 06 Precinct 17,800,60,868,490.0828611,CITY OF CHICAGO:WARD 06 PRECINCT 17,CITY OF CHICAGO,0.612603576,490
CITY OF CHICAGO:Ward 35 Precinct 21,709,170,904,489.937584,CITY OF CHICAGO:WARD 35 PRECINCT 21,CITY OF CHICAGO,0.691026212,490
CITY OF CHICAGO:Ward 21 Precinct 03,816,62,899,489.9285376,CITY OF CHICAGO:WARD 21 PRECINCT 03,CITY OF CHICAGO,0.60040262,490
CITY OF CHICAGO:Ward 40 Precinct 19,921,105,1042,489.7528565,CITY OF CHICAGO:WARD 40 PRECINCT 19,CITY OF CHICAGO,0.531762059,490
CITY OF CHICAGO:Ward 40 Precinct 15,843,68,931,489.2755345,CITY OF CHICAGO:WARD 40 PRECINCT 15,CITY OF CHICAGO,0.580398024,489
CITY OF CHICAGO:Ward 43 Precinct 01,856,269,1144,488.445674,CITY OF CHICAGO:WARD 43 PRECINCT 01,CITY OF CHICAGO,0.570614105,488
CITY OF CHICAGO:Ward 33 Precinct 05,907,214,1154,486.2496161,CITY OF CHICAGO:WARD 33 PRECINCT 05,CITY OF CHICAGO,0.536107625,486
CITY OF CHICAGO:Ward 04 Precinct 17,1015,87,1120,485.5208121,CITY OF CHICAGO:WARD 04 PRECINCT 17,CITY OF CHICAGO,0.478345628,486
CITY OF CHICAGO:Ward 08 Precinct 12,650,38,691,484.8720334,CITY OF CHICAGO:WARD 08 PRECINCT 12,CITY OF CHICAGO,0.745956974,485
CITY OF CHICAGO:Ward 11 Precinct 16,710,293,1040,484.5797562,CITY OF CHICAGO:WARD 11 PRECINCT 16,CITY OF CHICAGO,0.682506699,485
CITY OF CHICAGO:Ward 29 Precinct 18,724,74,819,484.1825606,CITY OF CHICAGO:WARD 29 PRECINCT 18,CITY OF CHICAGO,0.668760443,484
CITY OF CHICAGO:Ward 29 Precinct 16,714,62,790,484.1458236,CITY OF CHICAGO:WARD 29 PRECINCT 16,CITY OF CHICAGO,0.678075383,484
CITY OF CHICAGO:Ward 17 Precinct 24,702,52,771,483.806171,CITY OF CHICAGO:WARD 17 PRECINCT 24,CITY OF CHICAGO,0.68918258,484
CITY OF CHICAGO:Ward 33 Precinct 14,1024,147,1211,483.7933503,CITY OF CHICAGO:WARD 33 PRECINCT 14,CITY OF CHICAGO,0.472454444,484
CITY OF CHICAGO:Ward 49 Precinct 10,818,106,942,483.703853,CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO,0.591325004,484
CITY OF CHICAGO:Ward 04 Precinct 28,1184,173,1387,483.4689181,CITY OF CHICAGO:WARD 04 PRECINCT 28,CITY OF CHICAGO,0.408335235,483
CITY OF CHICAGO:Ward 40 Precinct 02,717,263,1035,483.2882824,CITY OF CHICAGO:WARD 40 PRECINCT 02,CITY OF CHICAGO,0.674042235,483
CITY OF CHICAGO:Ward 33 Precinct 02,1195,166,1414,482.5305667,CITY OF CHICAGO:WARD 33 PRECINCT 02,CITY OF CHICAGO,0.403791269,483
CITY OF CHICAGO:Ward 48 Precinct 07,846,55,923,481.5262348,CITY OF CHICAGO:WARD 48 PRECINCT 07,CITY OF CHICAGO,0.569179947,482
CITY OF CHICAGO:Ward 06 Precinct 07,536,44,591,480.2417112,CITY OF CHICAGO:WARD 06 PRECINCT 07,CITY OF CHICAGO,0.895973342,480
CITY OF CHICAGO:Ward 49 Precinct 11,929,148,1104,479.9954028,CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO,0.516679659,480
CITY OF CHICAGO:Ward 42 Precinct 22,1211,433,1665,479.6255887,CITY OF CHICAGO:WARD 42 PRECINCT 22,CITY OF CHICAGO,0.396057464,480
CITY OF CHICAGO:Ward 34 Precinct 03,1210,259,1508,479.5521081,CITY OF CHICAGO:WARD 34 PRECINCT 03,CITY OF CHICAGO,0.396324056,480
CITY OF CHICAGO:Ward 25 Precinct 10,830,157,1026,478.8379352,CITY OF CHICAGO:WARD 25 PRECINCT 10,CITY OF CHICAGO,0.576913175,479
CITY OF CHICAGO:Ward 09 Precinct 01,711,48,773,478.7632173,CITY OF CHICAGO:WARD 09 PRECINCT 01,CITY OF CHICAGO,0.673365988,479
CITY OF CHICAGO:Ward 43 Precinct 05,1138,216,1382,478.5828976,CITY OF CHICAGO:WARD 43 PRECINCT 05,CITY OF CHICAGO,0.420547362,479
CITY OF CHICAGO:Ward 28 Precinct 12,952,178,1169,478.3860809,CITY OF CHICAGO:WARD 28 PRECINCT 12,CITY OF CHICAGO,0.502506388,478
CITY OF CHICAGO:Ward 29 Precinct 09,525,46,583,478.2233483,CITY OF CHICAGO:WARD 29 PRECINCT 09,CITY OF CHICAGO,0.910901616,478
CITY OF CHICAGO:Ward 47 Precinct 16,976,120,1123,477.9810807,CITY OF CHICAGO:WARD 47 PRECINCT 16,CITY OF CHICAGO,0.489734714,478
CITY OF CHICAGO:Ward 45 Precinct 11,570,509,1106,477.7824584,CITY OF CHICAGO:WARD 45 PRECINCT 11,CITY OF CHICAGO,0.838214839,478
CITY OF CHICAGO:Ward 33 Precinct 04,1128,251,1425,477.7168907,CITY OF CHICAGO:WARD 33 PRECINCT 04,CITY OF CHICAGO,0.423507882,478
CITY OF CHICAGO:Ward 20 Precinct 21,872,73,970,477.6998042,CITY OF CHICAGO:WARD 20 PRECINCT 21,CITY OF CHICAGO,0.547820876,478
CITY OF CHICAGO:Ward 19 Precinct 22,540,202,764,477.4459324,CITY OF CHICAGO:WARD 19 PRECINCT 22,CITY OF CHICAGO,0.884159134,477
CITY OF CHICAGO:Ward 29 Precinct 22,758,59,833,476.8443691,CITY OF CHICAGO:WARD 29 PRECINCT 22,CITY OF CHICAGO,0.629082281,477
CITY OF CHICAGO:Ward 27 Precinct 25,582,89,697,476.8189057,CITY OF CHICAGO:WARD 27 PRECINCT 25,CITY OF CHICAGO,0.81927647,477
CITY OF CHICAGO:Ward 21 Precinct 06,680,79,776,475.7642791,CITY OF CHICAGO:WARD 21 PRECINCT 06,CITY OF CHICAGO,0.699653352,476
CITY OF CHICAGO:Ward 39 Precinct 15,632,247,909,472.9807458,CITY OF CHICAGO:WARD 39 PRECINCT 15,CITY OF CHICAGO,0.748387256,473
CITY OF CHICAGO:Ward 47 Precinct 17,881,102,1001,472.8027408,CITY OF CHICAGO:WARD 47 PRECINCT 17,CITY OF CHICAGO,0.536665994,473
CITY OF CHICAGO:Ward 07 Precinct 10,728,35,773,472.2146163,CITY OF CHICAGO:WARD 07 PRECINCT 10,CITY OF CHICAGO,0.648646451,472
CITY OF CHICAGO:Ward 47 Precinct 11,971,101,1097,471.829642,CITY OF CHICAGO:WARD 47 PRECINCT 11,CITY OF CHICAGO,0.485921361,472
CITY OF CHICAGO:Ward 07 Precinct 26,694,56,762,471.4213977,CITY OF CHICAGO:WARD 07 PRECINCT 26,CITY OF CHICAGO,0.679281553,471
CITY OF CHICAGO:Ward 08 Precinct 13,633,32,674,470.1279702,CITY OF CHICAGO:WARD 08 PRECINCT 13,CITY OF CHICAGO,0.742698215,470
CITY OF CHICAGO:Ward 14 Precinct 11,553,271,840,470.0470197,CITY OF CHICAGO:WARD 14 PRECINCT 11,CITY OF CHICAGO,0.849994611,470
CITY OF CHICAGO:Ward 17 Precinct 21,649,46,703,469.8353701,CITY OF CHICAGO:WARD 17 PRECINCT 21,CITY OF CHICAGO,0.723937396,470
CITY OF CHICAGO:Ward 44 Precinct 03,1023,176,1221,468.8680432,CITY OF CHICAGO:WARD 44 PRECINCT 03,CITY OF CHICAGO,0.458326533,469
CITY OF CHICAGO:Ward 41 Precinct 28,714,612,1349,468.8374066,CITY OF CHICAGO:WARD 41 PRECINCT 28,CITY OF CHICAGO,0.656635023,469
CITY OF CHICAGO:Ward 29 Precinct 13,746,83,840,468.7042313,CITY OF CHICAGO:WARD 29 PRECINCT 13,CITY OF CHICAGO,0.628289854,469
CITY OF CHICAGO:Ward 40 Precinct 17,812,135,962,468.1271511,CITY OF CHICAGO:WARD 40 PRECINCT 17,CITY OF CHICAGO,0.57651127,468
CITY OF CHICAGO:Ward 24 Precinct 04,515,72,598,468.0558109,CITY OF CHICAGO:WARD 24 PRECINCT 04,CITY OF CHICAGO,0.908846235,468
CITY OF CHICAGO:Ward 35 Precinct 05,929,149,1125,467.9609632,CITY OF CHICAGO:WARD 35 PRECINCT 05,CITY OF CHICAGO,0.503725472,468
CITY OF CHICAGO:Ward 43 Precinct 03,339,98,442,467.333402,CITY OF CHICAGO:WARD 43 PRECINCT 03,CITY OF CHICAGO,1.378564608,467
CITY OF CHICAGO:Ward 29 Precinct 11,555,94,655,467.0481124,CITY OF CHICAGO:WARD 29 PRECINCT 11,CITY OF CHICAGO,0.841528131,467
CITY OF CHICAGO:Ward 19 Precinct 12,346,699,1066,466.9036518,CITY OF CHICAGO:WARD 19 PRECINCT 12,CITY OF CHICAGO,1.34943252,467
CITY OF CHICAGO:Ward 46 Precinct 19,1116,110,1244,466.4546699,CITY OF CHICAGO:WARD 46 PRECINCT 19,CITY OF CHICAGO,0.417970134,466
CITY OF CHICAGO:Ward 35 Precinct 07,957,166,1167,466.3586866,CITY OF CHICAGO:WARD 35 PRECINCT 07,CITY OF CHICAGO,0.487313152,466
CITY OF CHICAGO:Ward 17 Precinct 28,823,78,917,466.0101771,CITY OF CHICAGO:WARD 17 PRECINCT 28,CITY OF CHICAGO,0.566233508,466
CITY OF CHICAGO:Ward 44 Precinct 10,1407,238,1679,465.5898433,CITY OF CHICAGO:WARD 44 PRECINCT 10,CITY OF CHICAGO,0.330909626,466
CITY OF CHICAGO:Ward 29 Precinct 23,686,57,760,464.4129969,CITY OF CHICAGO:WARD 29 PRECINCT 23,CITY OF CHICAGO,0.676986876,464
CITY OF CHICAGO:Ward 26 Precinct 27,675,131,836,464.2792696,CITY OF CHICAGO:WARD 26 PRECINCT 27,CITY OF CHICAGO,0.68782114,464
CITY OF CHICAGO:Ward 40 Precinct 13,908,86,1017,463.7500467,CITY OF CHICAGO:WARD 40 PRECINCT 13,CITY OF CHICAGO,0.510737937,464
CITY OF CHICAGO:Ward 47 Precinct 27,1061,174,1261,463.6294256,CITY OF CHICAGO:WARD 47 PRECINCT 27,CITY OF CHICAGO,0.436974011,464
CITY OF CHICAGO:Ward 18 Precinct 04,604,48,662,462.683554,CITY OF CHICAGO:WARD 18 PRECINCT 04,CITY OF CHICAGO,0.766032374,463
CITY OF CHICAGO:Ward 07 Precinct 13,560,88,659,462.2886068,CITY OF CHICAGO:WARD 07 PRECINCT 13,CITY OF CHICAGO,0.825515369,462
CITY OF CHICAGO:Ward 07 Precinct 15,707,62,782,462.2278034,CITY OF CHICAGO:WARD 07 PRECINCT 15,CITY OF CHICAGO,0.653787558,462
CITY OF CHICAGO:Ward 08 Precinct 21,456,40,504,462.1278172,CITY OF CHICAGO:WARD 08 PRECINCT 21,CITY OF CHICAGO,1.013438196,462
CITY OF CHICAGO:Ward 46 Precinct 09,1213,174,1412,461.9527216,CITY OF CHICAGO:WARD 46 PRECINCT 09,CITY OF CHICAGO,0.38083489,462
CITY OF CHICAGO:Ward 21 Precinct 18,839,52,904,461.6639667,CITY OF CHICAGO:WARD 21 PRECINCT 18,CITY OF CHICAGO,0.550255026,462
CITY OF CHICAGO:Ward 33 Precinct 17,891,183,1117,461.1098957,CITY OF CHICAGO:WARD 33 PRECINCT 17,CITY OF CHICAGO,0.517519524,461
CITY OF CHICAGO:Ward 05 Precinct 20,883,42,950,460.3268617,CITY OF CHICAGO:WARD 05 PRECINCT 20,CITY OF CHICAGO,0.521321474,460
CITY OF CHICAGO:Ward 40 Precinct 12,872,199,1097,460.2135497,CITY OF CHICAGO:WARD 40 PRECINCT 12,CITY OF CHICAGO,0.527767832,460
CITY OF CHICAGO:Ward 37 Precinct 08,655,89,753,460.0649304,CITY OF CHICAGO:WARD 37 PRECINCT 08,CITY OF CHICAGO,0.702389207,460
CITY OF CHICAGO:Ward 19 Precinct 35,575,208,795,458.9815194,CITY OF CHICAGO:WARD 19 PRECINCT 35,CITY OF CHICAGO,0.798228729,459
CITY OF CHICAGO:Ward 04 Precinct 20,763,50,828,458.3479011,CITY OF CHICAGO:WARD 04 PRECINCT 20,CITY OF CHICAGO,0.600718088,458
CITY OF CHICAGO:Ward 36 Precinct 19,887,119,1036,457.710336,CITY OF CHICAGO:WARD 36 PRECINCT 19,CITY OF CHICAGO,0.516020672,458
CITY OF CHICAGO:Ward 44 Precinct 19,1378,222,1641,456.7356926,CITY OF CHICAGO:WARD 44 PRECINCT 19,CITY OF CHICAGO,0.331448253,457
CITY OF CHICAGO:Ward 32 Precinct 27,1169,133,1328,456.674083,CITY OF CHICAGO:WARD 32 PRECINCT 27,CITY OF CHICAGO,0.390653621,457
CITY OF CHICAGO:Ward 19 Precinct 05,599,165,770,456.2970787,CITY OF CHICAGO:WARD 19 PRECINCT 05,CITY OF CHICAGO,0.761764739,456
CITY OF CHICAGO:Ward 34 Precinct 19,875,144,1045, 455.82 ,CITY OF CHICAGO:WARD 34 PRECINCT 19,CITY OF CHICAGO,455.8226859,456
CITY OF CHICAGO:Ward 39 Precinct 13,766,291,1076,455.0000015,CITY OF CHICAGO:WARD 39 PRECINCT 13,CITY OF CHICAGO,0.59399478,455
CITY OF CHICAGO:Ward 44 Precinct 06,1110,147,1281,453.028723,CITY OF CHICAGO:WARD 44 PRECINCT 06,CITY OF CHICAGO,0.408133985,453
CITY OF CHICAGO:Ward 18 Precinct 24,760,319,1094,452.8592383,CITY OF CHICAGO:WARD 18 PRECINCT 24,CITY OF CHICAGO,0.595867419,453
CITY OF CHICAGO:Ward 35 Precinct 11,908,127,1065,452.6584655,CITY OF CHICAGO:WARD 35 PRECINCT 11,CITY OF CHICAGO,0.498522539,453
CITY OF CHICAGO:Ward 37 Precinct 15,598,68,679,452.6113937,CITY OF CHICAGO:WARD 37 PRECINCT 15,CITY OF CHICAGO,0.75687524,453
CITY OF CHICAGO:Ward 01 Precinct 25,1119,185,1343,451.7097826,CITY OF CHICAGO:WARD 01 PRECINCT 25,CITY OF CHICAGO,0.403672728,452
CITY OF CHICAGO:Ward 06 Precinct 20,910,72,996,451.6324711,CITY OF CHICAGO:WARD 06 PRECINCT 20,CITY OF CHICAGO,0.496299419,452
CITY OF CHICAGO:Ward 24 Precinct 18,586,117,731,451.5862022,CITY OF CHICAGO:WARD 24 PRECINCT 18,CITY OF CHICAGO,0.770624918,452
CITY OF CHICAGO:Ward 09 Precinct 30,726,60,795,451.1416777,CITY OF CHICAGO:WARD 09 PRECINCT 30,CITY OF CHICAGO,0.62140727,451
CITY OF CHICAGO:Ward 45 Precinct 22,608,184,822,451.0648194,CITY OF CHICAGO:WARD 45 PRECINCT 22,CITY OF CHICAGO,0.741882927,451
CITY OF CHICAGO:Ward 43 Precinct 18,1336,319,1688,450.8865956,CITY OF CHICAGO:WARD 43 PRECINCT 18,CITY OF CHICAGO,0.337489967,451
CITY OF CHICAGO:Ward 37 Precinct 14,622,101,738,450.0310115,CITY OF CHICAGO:WARD 37 PRECINCT 14,CITY OF CHICAGO,0.723522526,450
CITY OF CHICAGO:Ward 37 Precinct 06,699,98,808,450.0068755,CITY OF CHICAGO:WARD 37 PRECINCT 06,CITY OF CHICAGO,0.64378666,450
CITY OF CHICAGO:Ward 02 Precinct 16,855,229,1103,449.8900089,CITY OF CHICAGO:WARD 02 PRECINCT 16,CITY OF CHICAGO,0.526187145,450
CITY OF CHICAGO:Ward 06 Precinct 15,720,68,801,448.1203876,CITY OF CHICAGO:WARD 06 PRECINCT 15,CITY OF CHICAGO,0.622389427,448
CITY OF CHICAGO:Ward 36 Precinct 26,860,120,998, 448.01 ,CITY OF CHICAGO:WARD 36 PRECINCT 26,CITY OF CHICAGO,448.0085827,448
CITY OF CHICAGO:Ward 14 Precinct 10,528,252,795,447.0863103,CITY OF CHICAGO:WARD 14 PRECINCT 10,CITY OF CHICAGO,0.846754376,447
CITY OF CHICAGO:Ward 44 Precinct 01,1281,161,1464,446.9897337,CITY OF CHICAGO:WARD 44 PRECINCT 01,CITY OF CHICAGO,0.348938122,447
CITY OF CHICAGO:Ward 44 Precinct 14,1386,205,1641,446.939726,CITY OF CHICAGO:WARD 44 PRECINCT 14,CITY OF CHICAGO,0.322467335,447
CITY OF CHICAGO:Ward 40 Precinct 16,803,56,885,446.535015,CITY OF CHICAGO:WARD 40 PRECINCT 16,CITY OF CHICAGO,0.556083456,447
CITY OF CHICAGO:Ward 25 Precinct 09,774,112,927,446.0210131,CITY OF CHICAGO:WARD 25 PRECINCT 09,CITY OF CHICAGO,0.576254539,446
CITY OF CHICAGO:Ward 18 Precinct 05,556,28,597,445.9048564,CITY OF CHICAGO:WARD 18 PRECINCT 05,CITY OF CHICAGO,0.801987152,446
CITY OF CHICAGO:Ward 21 Precinct 10,838,64,908,444.1024704,CITY OF CHICAGO:WARD 21 PRECINCT 10,CITY OF CHICAGO,0.529955215,444
CITY OF CHICAGO:Ward 08 Precinct 09,671,57,742,443.7331553,CITY OF CHICAGO:WARD 08 PRECINCT 09,CITY OF CHICAGO,0.661301275,444
CITY OF CHICAGO:Ward 19 Precinct 36,470,177,660,443.2434197,CITY OF CHICAGO:WARD 19 PRECINCT 36,CITY OF CHICAGO,0.943071106,443
CITY OF CHICAGO:Ward 42 Precinct 05,1017,303,1345,442.691421,CITY OF CHICAGO:WARD 42 PRECINCT 05,CITY OF CHICAGO,0.435291466,443
CITY OF CHICAGO:Ward 47 Precinct 23,1120,145,1277,442.029423,CITY OF CHICAGO:WARD 47 PRECINCT 23,CITY OF CHICAGO,0.394669128,442
CITY OF CHICAGO:Ward 27 Precinct 13,680,115,809,441.6329543,CITY OF CHICAGO:WARD 27 PRECINCT 13,CITY OF CHICAGO,0.649460227,442
CITY OF CHICAGO:Ward 11 Precinct 23,403,345,762,441.3307684,CITY OF CHICAGO:WARD 11 PRECINCT 23,CITY OF CHICAGO,1.095113569,441
CITY OF CHICAGO:Ward 15 Precinct 17,530,53,593,441.109364,CITY OF CHICAGO:WARD 15 PRECINCT 17,CITY OF CHICAGO,0.832281819,441
CITY OF CHICAGO:Ward 09 Precinct 20,529,114,657,440.9843949,CITY OF CHICAGO:WARD 09 PRECINCT 20,CITY OF CHICAGO,0.833618894,441
CITY OF CHICAGO:Ward 05 Precinct 17,542,48,603,440.3207047,CITY OF CHICAGO:WARD 05 PRECINCT 17,CITY OF CHICAGO,0.812399824,440
CITY OF CHICAGO:Ward 17 Precinct 10,651,56,718,440.1873958,CITY OF CHICAGO:WARD 17 PRECINCT 10,CITY OF CHICAGO,0.676171115,440
CITY OF CHICAGO:Ward 08 Precinct 11,652,46,711,438.9999944,CITY OF CHICAGO:WARD 08 PRECINCT 11,CITY OF CHICAGO,0.673312875,439
CITY OF CHICAGO:Ward 32 Precinct 20,1031,257,1317,438.7213093,CITY OF CHICAGO:WARD 32 PRECINCT 20,CITY OF CHICAGO,0.425529883,439
CITY OF CHICAGO:Ward 19 Precinct 32,564,97,677,437.999984,CITY OF CHICAGO:WARD 19 PRECINCT 32,CITY OF CHICAGO,0.776595716,438
CITY OF CHICAGO:Ward 24 Precinct 12,816,94,926,437.8728788,CITY OF CHICAGO:WARD 24 PRECINCT 12,CITY OF CHICAGO,0.53660892,438
CITY OF CHICAGO:Ward 06 Precinct 14,657,56,722,437.637477,CITY OF CHICAGO:WARD 06 PRECINCT 14,CITY OF CHICAGO,0.666114881,438
CITY OF CHICAGO:Ward 38 Precinct 19,749,420,1195,437.1743998,CITY OF CHICAGO:WARD 38 PRECINCT 19,CITY OF CHICAGO,0.583677436,437
CITY OF CHICAGO:Ward 32 Precinct 26,1094,169,1300,436.4779857,CITY OF CHICAGO:WARD 32 PRECINCT 26,CITY OF CHICAGO,0.398974393,436
CITY OF CHICAGO:Ward 06 Precinct 12,537,57,601,436.3675777,CITY OF CHICAGO:WARD 06 PRECINCT 12,CITY OF CHICAGO,0.812602566,436
CITY OF CHICAGO:Ward 33 Precinct 07,949,226,1212,436.2005313,CITY OF CHICAGO:WARD 33 PRECINCT 07,CITY OF CHICAGO,0.459642288,436
CITY OF CHICAGO:Ward 32 Precinct 02,1215,191,1429,435.7426727,CITY OF CHICAGO:WARD 32 PRECINCT 02,CITY OF CHICAGO,0.358635945,436
CITY OF CHICAGO:Ward 47 Precinct 02,975,77,1066,435.4403565,CITY OF CHICAGO:WARD 47 PRECINCT 02,CITY OF CHICAGO,0.446605494,435
CITY OF CHICAGO:Ward 25 Precinct 13,935,130,1090,435.2049934,CITY OF CHICAGO:WARD 25 PRECINCT 13,CITY OF CHICAGO,0.465459886,435
CITY OF CHICAGO:Ward 38 Precinct 23,742,322,1096,435.0556924,CITY OF CHICAGO:WARD 38 PRECINCT 23,CITY OF CHICAGO,0.586328426,435
CITY OF CHICAGO:Ward 17 Precinct 27,715,47,772,434.577708,CITY OF CHICAGO:WARD 17 PRECINCT 27,CITY OF CHICAGO,0.60780099,435
CITY OF CHICAGO:Ward 33 Precinct 12,916,189,1133,434.29614,CITY OF CHICAGO:WARD 33 PRECINCT 12,CITY OF CHICAGO,0.474122424,434
CITY OF CHICAGO:Ward 28 Precinct 16,758,108,886,433.9458162,CITY OF CHICAGO:WARD 28 PRECINCT 16,CITY OF CHICAGO,0.572487884,434
CITY OF CHICAGO:Ward 03 Precinct 11,1085,76,1180,433.9276837,CITY OF CHICAGO:WARD 03 PRECINCT 11,CITY OF CHICAGO,0.399933349,434
CITY OF CHICAGO:Ward 48 Precinct 27,791,110,923,433.9165363,CITY OF CHICAGO:WARD 48 PRECINCT 27,CITY OF CHICAGO,0.54856705,434
CITY OF CHICAGO:Ward 49 Precinct 12,908,168,1099,433.2682669,CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO,0.477167695,433
CITY OF CHICAGO:Ward 37 Precinct 16,650,121,779,432.9863183,CITY OF CHICAGO:WARD 37 PRECINCT 16,CITY OF CHICAGO,0.666132797,433
CITY OF CHICAGO:Ward 19 Precinct 25,530,117,665,432.380984,CITY OF CHICAGO:WARD 19 PRECINCT 25,CITY OF CHICAGO,0.815813177,432
CITY OF CHICAGO:Ward 38 Precinct 24,696,385,1109,432.0865476,CITY OF CHICAGO:WARD 38 PRECINCT 24,CITY OF CHICAGO,0.620814005,432
CITY OF CHICAGO:Ward 19 Precinct 08,794,63,868,431.6882953,CITY OF CHICAGO:WARD 19 PRECINCT 08,CITY OF CHICAGO,0.543688029,432
CITY OF CHICAGO:Ward 29 Precinct 14,662,77,747,431.1496799,CITY OF CHICAGO:WARD 29 PRECINCT 14,CITY OF CHICAGO,0.651283504,431
CITY OF CHICAGO:Ward 39 Precinct 21,777,224,1054,430.999994,CITY OF CHICAGO:WARD 39 PRECINCT 21,CITY OF CHICAGO,0.554697547,431
CITY OF CHICAGO:Ward 08 Precinct 17,843,47,903,430.0157724,CITY OF CHICAGO:WARD 08 PRECINCT 17,CITY OF CHICAGO,0.510101747,430
CITY OF CHICAGO:Ward 37 Precinct 12,682,91,784,430.0111753,CITY OF CHICAGO:WARD 37 PRECINCT 12,CITY OF CHICAGO,0.63051492,430
CITY OF CHICAGO:Ward 02 Precinct 13,1041,347,1417,429.3424941,CITY OF CHICAGO:WARD 02 PRECINCT 13,CITY OF CHICAGO,0.412432751,429
CITY OF CHICAGO:Ward 43 Precinct 22,1326,341,1703,429.1526466,CITY OF CHICAGO:WARD 43 PRECINCT 22,CITY OF CHICAGO,0.32364453,429
CITY OF CHICAGO:Ward 40 Precinct 04,664,273,965,428.6201232,CITY OF CHICAGO:WARD 40 PRECINCT 04,CITY OF CHICAGO,0.645512234,429
CITY OF CHICAGO:Ward 01 Precinct 04,1138,86,1252,428.542003,CITY OF CHICAGO:WARD 01 PRECINCT 04,CITY OF CHICAGO,0.376574695,429
CITY OF CHICAGO:Ward 21 Precinct 17,603,49,662,428.1705912,CITY OF CHICAGO:WARD 21 PRECINCT 17,CITY OF CHICAGO,0.710067315,428
